image,path,label
X51005719893_jpg.rf.ab715c9ced3030b1a47db00b1d843aa1.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719893_jpg.rf.ab715c9ced3030b1a47db00b1d843aa1.jpg,train
X51005447859_jpg.rf.d0f4316b1081b3fa75b2f469790fd123.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005447859_jpg.rf.d0f4316b1081b3fa75b2f469790fd123.jpg,train
X51005676535_jpg.rf.5d138138c4244c87d6a615eb1352260a.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005676535_jpg.rf.5d138138c4244c87d6a615eb1352260a.jpg,train
Struk_jpg.rf.7de547f48197164107ceff3561972153.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/Struk_jpg.rf.7de547f48197164107ceff3561972153.jpg,train
Screenshot_2026-05-14-00-02-21-66_f69139cffc4d135a71392e13634f144a_jpg.rf.774e27155f78385ded0b751b666f44ef.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/Screenshot_2026-05-14-00-02-21-66_f69139cffc4d135a71392e13634f144a_jpg.rf.774e27155f78385ded0b751b666f44ef.jpg,train
WhatsApp-Image-2026-05-14-at-00-10-43_jpeg.rf.39ef40dc18589132073cb8d6cc245e58.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-05-14-at-00-10-43_jpeg.rf.39ef40dc18589132073cb8d6cc245e58.jpg,train
X51005568913_jpg.rf.c7f9934a19d42168943c18f87cd7ccbc.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005568913_jpg.rf.c7f9934a19d42168943c18f87cd7ccbc.jpg,train
X51005712039_jpg.rf.0a0d6bbab36c6e8e2dd20675ac969505.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005712039_jpg.rf.0a0d6bbab36c6e8e2dd20675ac969505.jpg,train
X51005453802_jpg.rf.f4391d70e81ecd28352659650e3d90bf.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005453802_jpg.rf.f4391d70e81ecd28352659650e3d90bf.jpg,train
struk-belanja_jpg.rf.123254f77c098ce9a69dbecbd7a20dd6.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/struk-belanja_jpg.rf.123254f77c098ce9a69dbecbd7a20dd6.jpg,train
X51005757308_jpg.rf.c9e34be91e511c2c6f382dfbf22894cd.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005757308_jpg.rf.c9e34be91e511c2c6f382dfbf22894cd.jpg,train
X51005663317_jpg.rf.932bb1d7d3d50458d5db850833fefbf3.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005663317_jpg.rf.932bb1d7d3d50458d5db850833fefbf3.jpg,train
X51005757342_jpg.rf.fb1eb439501116206af32102ffc4a458.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005757342_jpg.rf.fb1eb439501116206af32102ffc4a458.jpg,train
X51005705727_jpg.rf.ad4c1c477704f6b3ad17505789201059.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005705727_jpg.rf.ad4c1c477704f6b3ad17505789201059.jpg,train
X51005719823_jpg.rf.bab682fb563bebd0c2299ede6f7d2ec5.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719823_jpg.rf.bab682fb563bebd0c2299ede6f7d2ec5.jpg,train
X51005663273_jpg.rf.b12972f8ada8fa45feea5342b0ab46fa.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005663273_jpg.rf.b12972f8ada8fa45feea5342b0ab46fa.jpg,train
X51005719814_jpg.rf.66f0ef25c375c44c81c7e54439fde0da.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719814_jpg.rf.66f0ef25c375c44c81c7e54439fde0da.jpg,train
WhatsApp-Image-2026-05-14-at-00-10-37_jpeg.rf.26c451c22a7738de203c3fb1b07964b6.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-05-14-at-00-10-37_jpeg.rf.26c451c22a7738de203c3fb1b07964b6.jpg,train
X51005577191_jpg.rf.3e934e861f886f7cb18aaae4faf73ee4.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005577191_jpg.rf.3e934e861f886f7cb18aaae4faf73ee4.jpg,train
X51005719886_jpg.rf.87797ed489071e405c3b66ee05ba2e0e.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719886_jpg.rf.87797ed489071e405c3b66ee05ba2e0e.jpg,train
X51005724626_jpg.rf.89f09ddaf7b44c7167fc229a803cc402.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005724626_jpg.rf.89f09ddaf7b44c7167fc229a803cc402.jpg,train
download-10-_jpg.rf.9ba053a5d0f341d7af9f2964d4911aca.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/download-10-_jpg.rf.9ba053a5d0f341d7af9f2964d4911aca.jpg,train
X51005685355_jpg.rf.8c46932373308c960c9920b136450a7c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005685355_jpg.rf.8c46932373308c960c9920b136450a7c.jpg,train
X51005741929_jpg.rf.45c869e9251713eba3b784c1d5f61fde.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005741929_jpg.rf.45c869e9251713eba3b784c1d5f61fde.jpg,train
X51005719889_jpg.rf.3a3c47c7c470cc6ef32c38f04dd5e606.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719889_jpg.rf.3a3c47c7c470cc6ef32c38f04dd5e606.jpg,train
X51005746203_jpg.rf.859ea21b3572dbe0fb0933d717e2c8d5.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005746203_jpg.rf.859ea21b3572dbe0fb0933d717e2c8d5.jpg,train
X51005676536_jpg.rf.722c8103d9c1f24d7f09c07c18e691ee.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005676536_jpg.rf.722c8103d9c1f24d7f09c07c18e691ee.jpg,train
download-2-_jpg.rf.6bc29d13dd43b84f4a705fd93cf20ba7.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/download-2-_jpg.rf.6bc29d13dd43b84f4a705fd93cf20ba7.jpg,train
X51005705729_jpg.rf.989e78ab122cbab39568241240393819.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005705729_jpg.rf.989e78ab122cbab39568241240393819.jpg,train
IMG-20260329-WA0043_jpg.rf.92562d8b223a6897dd826560f8738c2c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/IMG-20260329-WA0043_jpg.rf.92562d8b223a6897dd826560f8738c2c.jpg,train
IMG_0830_HEIC.rf.8048b26eb69dd488e02b61a62d896534.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/IMG_0830_HEIC.rf.8048b26eb69dd488e02b61a62d896534.jpg,train
10_4_26-nota-trashbag__jpg.rf.45eca1cbce4cd88ad99d7e41cb9f9b4b.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/10_4_26-nota-trashbag__jpg.rf.45eca1cbce4cd88ad99d7e41cb9f9b4b.jpg,train
X51005568880_jpg.rf.aae1898603124c2bb9ad225fc83d4977.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005568880_jpg.rf.aae1898603124c2bb9ad225fc83d4977.jpg,train
X51005806696_jpg.rf.e609273e4d6e67f4a58bb3844ff6fd9c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005806696_jpg.rf.e609273e4d6e67f4a58bb3844ff6fd9c.jpg,train
X51005757235_jpg.rf.3a87f5b1989b20611a02f680ded44658.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005757235_jpg.rf.3a87f5b1989b20611a02f680ded44658.jpg,train
X51005663277_jpg.rf.d35be68aed1cc79633e0b65fad616953.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005663277_jpg.rf.d35be68aed1cc79633e0b65fad616953.jpg,train
X51005711445_jpg.rf.8d3f38d3f04b589698506092c92c6d9e.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005711445_jpg.rf.8d3f38d3f04b589698506092c92c6d9e.jpg,train
X51005711447_jpg.rf.e32d93e41150677d7f00ae1ac0cc9c4e.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005711447_jpg.rf.e32d93e41150677d7f00ae1ac0cc9c4e.jpg,train
X51005715451_jpg.rf.5dc6741810606419263b513f18e795ab.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005715451_jpg.rf.5dc6741810606419263b513f18e795ab.jpg,train
download-4-_jpg.rf.f4818955548a4a8d7771b08eb267185e.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/download-4-_jpg.rf.f4818955548a4a8d7771b08eb267185e.jpg,train
download-6-_jpg.rf.33ecbed9284813b8cbde8fcdd66f4559.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/download-6-_jpg.rf.33ecbed9284813b8cbde8fcdd66f4559.jpg,train
X51005447844_jpg.rf.1e9208bea3d9ffb5f4f9154f919ca70c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005447844_jpg.rf.1e9208bea3d9ffb5f4f9154f919ca70c.jpg,train
WhatsApp-Image-2026-05-14-at-00-10-43-2-_jpeg.rf.61ce4a3920ca868e90a21e04ebebf97c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-05-14-at-00-10-43-2-_jpeg.rf.61ce4a3920ca868e90a21e04ebebf97c.jpg,train
X51005676545_jpg.rf.f45a86d15e9b90b172e8e5f28f165b3c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005676545_jpg.rf.f45a86d15e9b90b172e8e5f28f165b3c.jpg,train
X51005663311_jpg.rf.623415a1d67f4ee8ffbdc57a39868f54.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005663311_jpg.rf.623415a1d67f4ee8ffbdc57a39868f54.jpg,train
X51005763999_jpg.rf.61a6b6136fa1b940f40e0bfee121d77d.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005763999_jpg.rf.61a6b6136fa1b940f40e0bfee121d77d.jpg,train
WhatsApp-Image-2026-04-28-at-18-17-33_jpeg.rf.ea079e851674c899d8fd478a4cb1acb6.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-04-28-at-18-17-33_jpeg.rf.ea079e851674c899d8fd478a4cb1acb6.jpg,train
X51005675104_jpg.rf.cabb3504cbb775e8854da8a48f3cba75.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005675104_jpg.rf.cabb3504cbb775e8854da8a48f3cba75.jpg,train
X51005568914_jpg.rf.b3a4354400bc4fd274bf183b57c86edf.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005568914_jpg.rf.b3a4354400bc4fd274bf183b57c86edf.jpg,train
X51005764161_jpg.rf.23dd6d174fcb4ce4c9277c02fe2db51b.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005764161_jpg.rf.23dd6d174fcb4ce4c9277c02fe2db51b.jpg,train
download-7-_jpg.rf.b1030cbc39a75a5a20b69960e80feefa.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/download-7-_jpg.rf.b1030cbc39a75a5a20b69960e80feefa.jpg,train
WhatsApp-Image-2026-05-14-at-00-10-41_jpeg.rf.1d08b4605e0caffb42d0d701814d3a09.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-05-14-at-00-10-41_jpeg.rf.1d08b4605e0caffb42d0d701814d3a09.jpg,train
Screenshot_2026-05-13-23-59-04-43_80570b5d52bfa51b3316d695d584b313_jpg.rf.78a97882c6ee536acc167c836ae07cb3.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/Screenshot_2026-05-13-23-59-04-43_80570b5d52bfa51b3316d695d584b313_jpg.rf.78a97882c6ee536acc167c836ae07cb3.jpg,train
X51005719902_jpg.rf.b2575caa593b2d51422bf018130a8994.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719902_jpg.rf.b2575caa593b2d51422bf018130a8994.jpg,train
10_4_26-nota-tinta-isolasi__jpg.rf.9ccf27b8b344e1d5cb1ae9b63477e853.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/10_4_26-nota-tinta-isolasi__jpg.rf.9ccf27b8b344e1d5cb1ae9b63477e853.jpg,train
X51005742110_jpg.rf.6496529f6df3c62e092548b621f0e9a9.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005742110_jpg.rf.6496529f6df3c62e092548b621f0e9a9.jpg,train
Dipindai_20260508-1744-pdf_page_1_png.rf.b4b5e0a91f713d662317a25d05b9e033.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/Dipindai_20260508-1744-pdf_page_1_png.rf.b4b5e0a91f713d662317a25d05b9e033.jpg,train
X51005677327_jpg.rf.7d220c3edb54f453f82da798defeb36b.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005677327_jpg.rf.7d220c3edb54f453f82da798defeb36b.jpg,train
X51005605332_jpg.rf.ca4bd9f032fc15f59146c3fa8fbcd696.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005605332_jpg.rf.ca4bd9f032fc15f59146c3fa8fbcd696.jpg,train
X51005719914_jpg.rf.7e947aa9f17da5669a85a60507e4da2b.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719914_jpg.rf.7e947aa9f17da5669a85a60507e4da2b.jpg,train
X51005663293_jpg.rf.f406029bd40dfe38a76ddc25f23b9795.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005663293_jpg.rf.f406029bd40dfe38a76ddc25f23b9795.jpg,train
X51005746210_jpg.rf.46bfeecebed448eeaebf9a5fc99d3b18.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005746210_jpg.rf.46bfeecebed448eeaebf9a5fc99d3b18.jpg,train
X51005663300_jpg.rf.c1796d92b31b7934a14bb07c02df648d.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005663300_jpg.rf.c1796d92b31b7934a14bb07c02df648d.jpg,train
pap-random_jpg.rf.b7105e824a84e61c913a15dab8569ae7.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/pap-random_jpg.rf.b7105e824a84e61c913a15dab8569ae7.jpg,train
16_03_26-nota-hvs_jpg.rf.0025fea66265e3cd3b8dd5bd88cc9c43.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/16_03_26-nota-hvs_jpg.rf.0025fea66265e3cd3b8dd5bd88cc9c43.jpg,train
IMG-20260222-WA0097_jpg.rf.a18c5a4b5b3bd3776fad4d6687761439.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/IMG-20260222-WA0097_jpg.rf.a18c5a4b5b3bd3776fad4d6687761439.jpg,train
X51005605285_jpg.rf.92515b9e522f9cee282bd8bd83d870be.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005605285_jpg.rf.92515b9e522f9cee282bd8bd83d870be.jpg,train
X51005757351_jpg.rf.a567f3dd980134d0020387174d27a9ec.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005757351_jpg.rf.a567f3dd980134d0020387174d27a9ec.jpg,train
X51005719862_jpg.rf.29affff5fd69d34fb8924c37a64a0d06.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719862_jpg.rf.29affff5fd69d34fb8924c37a64a0d06.jpg,train
WhatsApp-Image-2026-05-14-at-00-10-42-1-_jpeg.rf.b1a77ca4f49ed0ad6ea0af889b62b9cf.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-05-14-at-00-10-42-1-_jpeg.rf.b1a77ca4f49ed0ad6ea0af889b62b9cf.jpg,train
X51005719855_jpg.rf.ce4268b67a74226d15bc0cd3307a3c7b.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719855_jpg.rf.ce4268b67a74226d15bc0cd3307a3c7b.jpg,train
X51005749904_jpg.rf.568f170127f4fe2339d38390c84e922b.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005749904_jpg.rf.568f170127f4fe2339d38390c84e922b.jpg,train
X51005453801_jpg.rf.4450a33b2dc914740d84ce9deeb70ac6.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005453801_jpg.rf.4450a33b2dc914740d84ce9deeb70ac6.jpg,train
X51005447860_jpg.rf.30abb8eb21a850a51175110f9c7d6449.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005447860_jpg.rf.30abb8eb21a850a51175110f9c7d6449.jpg,train
X51005621482_jpg.rf.06c2c7796f8582d88ef46f9b7bf15cac.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005621482_jpg.rf.06c2c7796f8582d88ef46f9b7bf15cac.jpg,train
IMG_20260505_180754_081_jpg.rf.d9bd152b43c720309ac504001dbd437f.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/IMG_20260505_180754_081_jpg.rf.d9bd152b43c720309ac504001dbd437f.jpg,train
X51005711443_jpg.rf.35dd84947be64216ddcb96522ab5d30c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005711443_jpg.rf.35dd84947be64216ddcb96522ab5d30c.jpg,train
X51005719888_jpg.rf.8e3f073cc4648904d681723706d9e91b.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005719888_jpg.rf.8e3f073cc4648904d681723706d9e91b.jpg,train
download-8-_jpg.rf.0212242c1ff2a40472c6880e520b66ea.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/download-8-_jpg.rf.0212242c1ff2a40472c6880e520b66ea.jpg,train
X51005749912_jpg.rf.815fe38c214e4cde13390095acb9e8a1.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005749912_jpg.rf.815fe38c214e4cde13390095acb9e8a1.jpg,train
Screenshot_2026-05-13-23-54-15-74_80570b5d52bfa51b3316d695d584b313_jpg.rf.bf2950fa8111424c9879171843533142.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/Screenshot_2026-05-13-23-54-15-74_80570b5d52bfa51b3316d695d584b313_jpg.rf.bf2950fa8111424c9879171843533142.jpg,train
IMG_20260506_124102_410_jpg.rf.9b92c4a8f7da21ecdf94fd2611d3732f.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/IMG_20260506_124102_410_jpg.rf.9b92c4a8f7da21ecdf94fd2611d3732f.jpg,train
WhatsApp-Image-2026-05-14-at-00-10-39_jpeg.rf.3384bb268dcc19c9ddbed61bc2626935.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-05-14-at-00-10-39_jpeg.rf.3384bb268dcc19c9ddbed61bc2626935.jpg,train
X51005605295_jpg.rf.4a6eee8d78c71056b267aa4b97b4a064.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005605295_jpg.rf.4a6eee8d78c71056b267aa4b97b4a064.jpg,train
WhatsApp-Image-2026-05-14-at-00-10-41-1-_jpeg.rf.3b02119a42eda4f7410115ab57a3904c.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/WhatsApp-Image-2026-05-14-at-00-10-41-1-_jpeg.rf.3b02119a42eda4f7410115ab57a3904c.jpg,train
X51005711452_jpg.rf.496fbaa1c42936f9bb8c9a1d7884990f.jpg,/content/drive/MyDrive/capstone/dataset/campur indo/Dataset ocr 1.v2-campuran-indo.tensorflow/train/X51005711452_jpg.rf.496fbaa1c42936f9bb8c9a1d7884990f.jpg,train
